         81348177 function calls (79901439 primitive calls) in 75.223 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
       13    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 six.py:239(exec_module)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:454(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        2    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        3    0.000    0.000    0.000    0.000 six.py:880(add_metaclass)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        2    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1383(PandasSQL)
        1    0.000    0.000    0.000    0.000 sql.py:1458(BaseEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1477(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1542(SQLDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:2066(SQLiteTable)
        1    0.000    0.000    0.000    0.000 sql.py:2230(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:863(SQLTable)
      124    0.000    0.000    0.000    0.000 sre_compile.py:265(_compile_charset)
      124    0.002    0.000    0.002    0.000 sre_compile.py:292(_optimize_charset)
       20    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
       20    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
        3    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
      139    0.000    0.000    0.000    0.000 sre_compile.py:447(_simple)
        5    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
      107    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
    65/47    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
       42    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
       50    0.000    0.000    0.001    0.000 sre_compile.py:560(_compile_info)
      100    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
       50    0.000    0.000    0.007    0.000 sre_compile.py:622(_code)
       50    0.000    0.000    0.020    0.000 sre_compile.py:783(compile)
      113    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
   308/50    0.002    0.000    0.006    0.000 sre_compile.py:87(_compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:102(checklookbehindgroup)
      328    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
      663    0.000    0.000    0.000    0.000 sre_parse.py:161(__len__)
     2067    0.001    0.000    0.001    0.000 sre_parse.py:165(__getitem__)
      145    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
      636    0.000    0.000    0.000    0.000 sre_parse.py:173(append)
  385/127    0.001    0.000    0.001    0.000 sre_parse.py:175(getwidth)
       52    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
     2555    0.001    0.000    0.001    0.000 sre_parse.py:234(__next)
      838    0.000    0.000    0.000    0.000 sre_parse.py:250(match)
     2031    0.001    0.000    0.002    0.000 sre_parse.py:255(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
       30    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
      473    0.000    0.000    0.000    0.000 sre_parse.py:287(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
       64    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
       78    0.000    0.000    0.000    0.000 sre_parse.py:356(_escape)
       88    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
   145/50    0.001    0.000    0.011    0.000 sre_parse.py:436(_parse_sub)
   174/53    0.004    0.000    0.011    0.000 sre_parse.py:494(_parse)
       50    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      255    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
       77    0.000    0.000    0.001    0.000 sre_parse.py:85(opengroup)
        8    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
       50    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
       50    0.000    0.000    0.012    0.000 sre_parse.py:944(parse)
       77    0.000    0.000    0.001    0.000 sre_parse.py:97(closegroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:981(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:990(addgroup)
        1    0.000    0.000    0.001    0.001 stata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1121(StataReader)
        1    0.000    0.000    0.000    0.000 stata.py:2291(StataWriter)
        1    0.000    0.000    0.000    0.000 stata.py:3059(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 stata.py:3240(StataWriter117)
        1    0.000    0.000    0.000    0.000 stata.py:3621(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 stata.py:673(StataValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:797(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:828(StataMissingValue)
        1    0.000    0.000    0.000    0.000 stata.py:962(StataParser)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.004    0.004 string_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_.py:249(BaseStringArray)
        1    0.000    0.000    0.000    0.000 string_.py:263(StringArray)
        1    0.000    0.000    0.000    0.000 string_.py:68(StringDtype)
        1    0.000    0.000    0.000    0.000 string_arrow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_arrow.py:488(ArrowStringArrayNumpySemantics)
        1    0.000    0.000    0.000    0.000 string_arrow.py:73(ArrowStringArray)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.004    0.004 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:101(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:425(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:648(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:702(Popen)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:164(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:185(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:202(is_python_build)
        8    0.000    0.000    0.000    0.000 sysconfig.py:221(_subst_vars)
        1    0.000    0.000    0.000    0.000 sysconfig.py:230(_extend_dict)
        1    0.000    0.000    0.000    0.000 sysconfig.py:238(_expand_vars)
        2    0.000    0.000    0.000    0.000 sysconfig.py:251(_get_preferred_schemes)
        2    0.000    0.000    0.000    0.000 sysconfig.py:283(get_preferred_scheme)
        2    0.000    0.000    0.000    0.000 sysconfig.py:293(get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:425(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 sysconfig.py:438(_get_sysconfigdata_name)
        1    0.000    0.000    0.001    0.001 sysconfig.py:509(_init_posix)
        1    0.000    0.000    0.000    0.000 sysconfig.py:591(get_paths)
        1    0.000    0.000    0.000    0.000 sysconfig.py:603(get_path)
      4/2    0.000    0.000    0.001    0.001 sysconfig.py:611(get_config_vars)
      3/2    0.000    0.000    0.001    0.001 sysconfig.py:700(get_config_var)
        2    0.000    0.000    0.000    0.000 sysconfig.py:88(_getuserbase)
        2    0.000    0.000    0.000    0.000 sysconfig.py:97(joinuser)
        1    0.000    0.000    0.001    0.001 take.py:1(<module>)
        1    0.000    0.000    0.000    0.000 take.py:121(_take_nd_ndarray)
        1    0.000    0.000    0.000    0.000 take.py:288(_get_take_nd_function_cached)
        1    0.000    0.000    0.000    0.000 take.py:326(_get_take_nd_function)
       16    0.000    0.000    0.000    0.000 take.py:353(_view_wrapper)
        1    0.000    0.000    0.000    0.000 take.py:565(_take_preprocess_indexer_and_fill_value)
        1    0.000    0.000    0.000    0.000 take.py:59(take_nd)
        1    0.000    0.000    0.000    0.000 tarfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:1608(TarFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:271(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:274(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:277(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:280(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:283(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:286(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:289(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:292(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:295(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:298(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:301(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:308(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:332(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:574(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:604(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:708(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:721(FilterError)
        1    0.000    0.000    0.000    0.000 tarfile.py:724(AbsolutePathError)
        1    0.000    0.000    0.000    0.000 tarfile.py:729(OutsideDestinationError)
        1    0.000    0.000    0.000    0.000 tarfile.py:736(SpecialFileError)
        1    0.000    0.000    0.000    0.000 tarfile.py:741(AbsoluteLinkError)
        1    0.000    0.000    0.000    0.000 tarfile.py:746(LinkOutsideDestinationError)
        1    0.000    0.000    0.000    0.000 tarfile.py:837(TarInfo)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:555(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:598(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:800(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:944(TemporaryDirectory)
        1    0.000    0.000    0.003    0.003 testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:241(_wrap_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:344(_split_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:350(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:364(fill)
        2    0.000    0.000    0.000    0.000 textwrap.py:389(fill)
      443    0.003    0.000    0.028    0.000 textwrap.py:422(dedent)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:776(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:107(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 timedeltas.py:38(TimedeltaIndex)
        4    0.000    0.000    0.000    0.000 timedeltas.py:85(_field_accessor)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
       56    0.000    0.000    0.000    0.000 types.py:176(__get__)
      300    0.002    0.000    0.010    0.000 typing.py:1016(__init__)
     1554    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
      488    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
  303/245    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
    45/12    0.001    0.000    0.003    0.000 typing.py:1046(__getitem__)
      102    0.000    0.000    0.000    0.000 typing.py:1053(<genexpr>)
       66    0.000    0.000    0.000    0.000 typing.py:1055(<genexpr>)
       96    0.000    0.000    0.000    0.000 typing.py:1074(<genexpr>)
       33    0.000    0.000    0.001    0.000 typing.py:1083(copy_with)
       23    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
        4    0.000    0.000    0.000    0.000 typing.py:1138(__getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:1147(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:1151(__repr__)
        9    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
       11    0.000    0.000    0.001    0.000 typing.py:1194(__getitem__)
        9    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
       18    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
       12    0.000    0.000    0.001    0.000 typing.py:1239(copy_with)
      300    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
  228/191    0.000    0.000    0.001    0.000 typing.py:1247(__hash__)
      251    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
     2179    0.001    0.000    0.001    0.000 typing.py:1273(<genexpr>)
      324    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
      172    0.001    0.000    0.002    0.000 typing.py:1284(__hash__)
       43    0.000    0.000    0.002    0.000 typing.py:1323(__class_getitem__)
       86    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
       18    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
       68    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
       50    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
      648    0.000    0.000    0.002    0.000 typing.py:137(_type_convert)
      538    0.002    0.000    0.005    0.000 typing.py:146(_type_check)
       11    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       27    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:1712(runtime_checkable)
   360470    0.056    0.000    0.056    0.000 typing.py:1737(cast)
        1    0.000    0.000    0.000    0.000 typing.py:1967(no_type_check)
      246    0.000    0.000    0.000    0.000 typing.py:2018(overload)
      482    0.000    0.000    0.000    0.000 typing.py:2047(final)
      323    0.002    0.000    0.002    0.000 typing.py:206(_collect_type_vars)
      355    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
       83    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
       10    0.000    0.000    0.002    0.000 typing.py:2247(_make_nmtuple)
       10    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
       10    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
       10    0.000    0.000    0.002    0.000 typing.py:2267(__new__)
       10    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
       10    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        8    0.000    0.000    0.001    0.000 typing.py:2338(__new__)
        8    0.000    0.000    0.001    0.000 typing.py:2356(<dictcomp>)
        6    0.000    0.000    0.000    0.000 typing.py:2448(<lambda>)
      211    0.000    0.000    0.001    0.000 typing.py:253(_deduplicate)
      132    0.001    0.000    0.002    0.000 typing.py:267(_remove_dups_flatten)
       79    0.000    0.000    0.001    0.000 typing.py:284(_flatten_literal_params)
  356/290    0.001    0.000    0.022    0.000 typing.py:306(inner)
       42    0.000    0.000    0.000    0.000 typing.py:371(__getattr__)
        6    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
  138/132    0.000    0.000    0.011    0.000 typing.py:401(__getitem__)
       81    0.000    0.000    0.005    0.000 typing.py:407(__getitem__)
      132    0.001    0.000    0.011    0.000 typing.py:483(Union)
      561    0.000    0.000    0.004    0.000 typing.py:515(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:523(Optional)
       79    0.001    0.000    0.004    0.000 typing.py:532(Literal)
      664    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
       96    0.000    0.000    0.001    0.000 typing.py:664(__init__)
      565    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
      149    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
       31    0.000    0.000    0.000    0.000 typing.py:722(__init__)
       31    0.000    0.000    0.000    0.000 typing.py:801(__init__)
       44    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
     2686    0.001    0.000    0.003    0.000 typing.py:935(_is_dunder)
      300    0.000    0.000    0.003    0.000 typing.py:947(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:976(__getattr__)
     2683    0.002    0.000    0.005    0.000 typing.py:986(__setattr__)
        1    0.000    0.000    0.003    0.003 tz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1552(__call__)
        1    0.000    0.000    0.000    0.000 tz.py:1590(nocache)
        1    0.000    0.000    0.000    0.000 tz.py:1818(_get_supported_offset)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:332(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:381(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:458(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:482(_set_tzdata)
        1    0.000    0.000    0.000    0.000 tz.py:488(_read_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:627(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:159(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:79(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        3    0.000    0.000    0.012    0.004 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:104(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:58(ArrowCTypes)
        1    0.000    0.000    0.000    0.000 utils.py:92(Endianness)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        3    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
       18    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       21    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       18    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       18    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       18    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        4    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        1    0.000    0.000    0.000    0.000 weakref.py:195(get)
        4    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
        1    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xml.py:427(_EtreeFrameParser)
        1    0.000    0.000    0.000    0.000 xml.py:538(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 xml.py:62(_XMLFrameParser)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1107(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1946(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2173(CompleteDirs)
        1    0.000    0.000    0.000    0.000 zipfile.py:2233(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:2257(Path)
        1    0.000    0.000    0.000    0.000 zipfile.py:320(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:594(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:617(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:718(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:758(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:778(ZipExtFile)
      942    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x558cd49259a0}
      114    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
       33    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       21    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    91/32    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        6    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
